Timestamp=2025-07-19 23:20:52; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.218.154.32; ExternalIP=89.148.67.74; Action=Blocked; Domain=portal.zntkbgsubt.dev; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-31 19:09:24; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.214.34.109; ExternalIP=19.111.177.246; Action=Allowed; Domain=portal.wqhztk.info; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-31 19:13:43; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.95.200.224; ExternalIP=43.144.82.30; Action=Blocked; Domain=repo.hhwzvtzqe.xyz; QType=SRV; RCode=REFUSED
Timestamp=2025-07-31 19:34:41; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.17.8.190; ExternalIP=116.227.141.80; Action=Allowed; Domain=assets.gpnedd.org; QType=MX; RCode=NOERROR
Timestamp=2025-07-31 19:35:21; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.247.19.18; ExternalIP=75.174.196.204; Action=Blocked; Domain=assets.emodktge.net; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-31 19:48:34; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.214.153.228; ExternalIP=221.58.3.85; Action=Blocked; Domain=vpn.peekzxvlkq.dev; QType=SOA; RCode=NOERROR
Timestamp=2025-07-31 19:52:31; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.74.134.3; ExternalIP=83.96.135.28; Action=Allowed; Domain=login.aotwiewxh.io; QType=NS; RCode=REFUSED
Timestamp=2025-07-31 20:02:54; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.208.162.100; ExternalIP=165.145.132.174; Action=Blocked; Domain=repo.mzwopokx.xyz; QType=SOA; RCode=FORMERR
Timestamp=2025-07-31 20:07:00; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.13.139.32; ExternalIP=99.101.69.69; Action=Allowed; Domain=api.gcolxunx.co; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-31 20:14:18; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.157.210.64; ExternalIP=96.132.165.9; Action=Allowed; Domain=updates.voipgfbsl.dev; QType=NS; RCode=FORMERR
Timestamp=2025-07-31 20:17:31; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.77.179.101; ExternalIP=188.70.40.61; Action=Allowed; Domain=mail.exaljlvb.co; QType=SRV; RCode=REFUSED
Timestamp=2025-07-31 20:18:07; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.201.110.12; ExternalIP=219.213.5.44; Action=Allowed; Domain=status.wryohx.biz; QType=PTR; RCode=NOERROR
Timestamp=2025-07-31 20:21:26; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.117.65.232; ExternalIP=45.165.245.232; Action=Allowed; Domain=login.hprpp.io; QType=PTR; RCode=SERVFAIL
Timestamp=2025-07-31 20:24:22; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.89.225.174; ExternalIP=22.112.210.123; Action=Blocked; Domain=status.xrijjhsb.info; QType=SOA; RCode=FORMERR
Timestamp=2025-07-31 20:33:07; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.161.226.232; ExternalIP=188.252.134.136; Action=Blocked; Domain=status.wtgckwcyv.xyz; QType=TXT; RCode=FORMERR
Timestamp=2025-07-31 20:49:52; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.214.77.241; ExternalIP=196.176.252.176; Action=Blocked; Domain=auth.duddfvqdlt.com; QType=MX; RCode=NOERROR
Timestamp=2025-07-31 20:56:30; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.244.63.50; ExternalIP=200.236.37.223; Action=Blocked; Domain=updates.byufwq.biz; QType=SOA; RCode=FORMERR
Timestamp=2025-07-31 21:05:32; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.215.208.118; ExternalIP=17.180.135.138; Action=Allowed; Domain=status.miaflhyrgu.dev; QType=CAA; RCode=FORMERR
Timestamp=2025-07-31 21:05:34; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.1.59.21; ExternalIP=92.70.53.225; Action=Blocked; Domain=cdn.xjbyfpsdw.net; QType=MX; RCode=REFUSED
Timestamp=2025-07-31 21:09:20; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.77.44.19; ExternalIP=151.61.216.60; Action=Allowed; Domain=www.lezyvec.com; QType=A; RCode=SERVFAIL
Timestamp=2025-07-31 21:11:44; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.171.162.135; ExternalIP=125.102.18.145; Action=Allowed; Domain=api.tozzfx.org; QType=CAA; RCode=FORMERR
Timestamp=2025-07-31 21:16:19; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.231.121.222; ExternalIP=131.6.33.222; Action=Blocked; Domain=updates.dzvngjip.org; QType=A; RCode=REFUSED
Timestamp=2025-07-31 21:22:57; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.215.227.27; ExternalIP=51.148.15.22; Action=Blocked; Domain=assets.iwrnwbfr.info; QType=MX; RCode=NOERROR
Timestamp=2025-07-31 21:23:45; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.143.141.43; ExternalIP=204.45.6.107; Action=Blocked; Domain=repo.wwdwc.org; QType=AAAA; RCode=NOERROR
Timestamp=2025-07-31 21:25:37; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.128.109.238; ExternalIP=56.92.55.30; Action=Blocked; Domain=api.midhfgkgt.biz; QType=TXT; RCode=REFUSED
Timestamp=2025-07-31 21:26:44; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.61.77.127; ExternalIP=130.216.23.3; Action=Blocked; Domain=mail.sbgtnvyen.biz; QType=SRV; RCode=FORMERR
Timestamp=2025-07-31 21:32:39; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.5.248.24; ExternalIP=105.157.131.147; Action=Blocked; Domain=api.lhmrxfev.biz; QType=AAAA; RCode=REFUSED
Timestamp=2025-07-31 21:39:23; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.114.142.59; ExternalIP=151.151.105.247; Action=Blocked; Domain=assets.gidnobsd.biz; QType=TXT; RCode=FORMERR
Timestamp=2025-07-31 21:41:30; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.36.134.161; ExternalIP=32.207.239.66; Action=Blocked; Domain=assets.cdjmmylb.dev; QType=A; RCode=REFUSED
Timestamp=2025-07-31 21:42:38; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.236.56.128; ExternalIP=153.73.92.109; Action=Blocked; Domain=secure.kgdibw.xyz; QType=NS; RCode=NXDOMAIN
Timestamp=2025-07-31 21:49:05; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.99.101.162; ExternalIP=120.229.84.125; Action=Blocked; Domain=secure.befge.co; QType=TXT; RCode=FORMERR
Timestamp=2025-07-31 22:10:33; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.191.4.4; ExternalIP=109.106.248.124; Action=Blocked; Domain=www.gnxytbf.co; QType=SOA; RCode=FORMERR
Timestamp=2025-07-31 22:11:15; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.111.20.76; ExternalIP=30.72.203.168; Action=Blocked; Domain=cdn.gbght.biz; QType=CAA; RCode=REFUSED
Timestamp=2025-07-31 22:19:25; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.239.41.3; ExternalIP=59.21.106.214; Action=Blocked; Domain=cdn.lmhoug.dev; QType=NS; RCode=FORMERR
Timestamp=2025-07-31 22:20:59; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.37.85.58; ExternalIP=111.126.219.5; Action=Blocked; Domain=vpn.xgizh.io; QType=MX; RCode=NXDOMAIN
Timestamp=2025-07-31 22:23:00; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.193.117.187; ExternalIP=33.202.35.184; Action=Allowed; Domain=assets.rwqfhe.com; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-07-31 22:25:45; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.56.235.157; ExternalIP=183.78.105.213; Action=Allowed; Domain=cdn.wkvyehan.org; QType=SRV; RCode=FORMERR
Timestamp=2025-07-31 22:30:15; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.141.227.230; ExternalIP=28.68.24.200; Action=Allowed; Domain=www.rhdbj.org; QType=CAA; RCode=REFUSED
Timestamp=2025-07-31 23:01:30; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.241.61.13; ExternalIP=104.125.47.73; Action=Blocked; Domain=mail.ititgujp.co; QType=A; RCode=NOERROR
Timestamp=2025-07-31 23:22:00; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.130.7.11; ExternalIP=39.75.195.168; Action=Blocked; Domain=auth.xbvtvpsvdo.com; QType=TXT; RCode=NOERROR
Timestamp=2025-07-31 23:22:59; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.45.179.65; ExternalIP=69.43.28.45; Action=Allowed; Domain=portal.xsutbearb.io; QType=TXT; RCode=NXDOMAIN
Timestamp=2025-08-01 00:02:04; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.246.53.155; ExternalIP=120.31.243.230; Action=Blocked; Domain=login.ssdqljvfh.org; QType=MX; RCode=REFUSED
Timestamp=2025-08-01 00:02:22; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.170.45.55; ExternalIP=136.9.178.215; Action=Blocked; Domain=portal.eiyskh.com; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-08-01 00:04:55; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.214.20.179; ExternalIP=113.98.198.56; Action=Blocked; Domain=api.ptbddkgkv.co; QType=NS; RCode=FORMERR
Timestamp=2025-08-01 00:20:59; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.88.86.209; ExternalIP=209.23.137.52; Action=Blocked; Domain=status.ekookmtcqd.org; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-01 00:23:01; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.221.114.6; ExternalIP=181.136.249.192; Action=Allowed; Domain=login.eivwa.net; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-01 00:25:36; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.251.250.236; ExternalIP=138.166.92.35; Action=Allowed; Domain=auth.hbgmetk.org; QType=MX; RCode=NXDOMAIN
Timestamp=2025-08-01 00:28:26; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.45.162.74; ExternalIP=108.117.251.26; Action=Allowed; Domain=secure.bwloqdqhke.org; QType=TXT; RCode=NOERROR
Timestamp=2025-08-01 00:46:14; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.195.206.1; ExternalIP=24.221.90.166; Action=Blocked; Domain=vpn.dlzmkqgm.info; QType=NS; RCode=SERVFAIL
Timestamp=2025-08-01 01:03:23; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.117.154.2; ExternalIP=39.238.67.97; Action=Allowed; Domain=login.whsklledwf.io; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-01 01:04:38; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.242.166.153; ExternalIP=41.125.14.114; Action=Blocked; Domain=portal.jnbeflvn.dev; QType=SOA; RCode=SERVFAIL
Timestamp=2025-08-01 01:08:15; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.158.208.45; ExternalIP=166.224.232.53; Action=Blocked; Domain=vpn.rxzmxiwf.io; QType=PTR; RCode=NOERROR
Timestamp=2025-08-01 01:11:09; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.219.78.24; ExternalIP=103.222.241.150; Action=Blocked; Domain=login.yknoy.xyz; QType=AAAA; RCode=SERVFAIL
Timestamp=2025-08-01 01:15:34; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.108.173.196; ExternalIP=96.160.50.231; Action=Blocked; Domain=mail.hclbkm.io; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-01 01:44:10; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.85.249.113; ExternalIP=71.74.5.98; Action=Blocked; Domain=cdn.orqmjbd.biz; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-01 01:50:36; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.27.183.160; ExternalIP=123.76.164.218; Action=Blocked; Domain=portal.cewbecgy.biz; QType=SOA; RCode=SERVFAIL
Timestamp=2025-08-01 02:12:15; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.22.245.186; ExternalIP=125.179.242.100; Action=Allowed; Domain=login.duztalkh.dev; QType=CAA; RCode=NOERROR
Timestamp=2025-08-01 02:20:19; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.14.16.3; ExternalIP=135.36.215.115; Action=Allowed; Domain=updates.ycqrtmql.info; QType=SOA; RCode=NOERROR
Timestamp=2025-08-01 02:27:42; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.45.71.113; ExternalIP=15.128.226.66; Action=Blocked; Domain=www.dtgtfsujki.biz; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-08-01 02:36:29; Identity=bob@corp.local; Device=MACBOOK-PRO; InternalIP=10.141.89.204; ExternalIP=137.0.36.177; Action=Blocked; Domain=portal.adbbta.xyz; QType=MX; RCode=SERVFAIL
Timestamp=2025-08-01 02:40:11; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.147.97.100; ExternalIP=12.147.243.71; Action=Blocked; Domain=updates.wcdkfj.io; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-01 02:42:49; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.192.34.232; ExternalIP=86.44.189.1; Action=Allowed; Domain=auth.kxevvp.info; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-08-01 02:45:05; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.138.179.66; ExternalIP=55.74.194.91; Action=Blocked; Domain=api.kysqooqhqz.info; QType=CAA; RCode=NOERROR
Timestamp=2025-08-01 02:51:00; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.44.152.6; ExternalIP=94.217.219.129; Action=Allowed; Domain=repo.mmtvwhtwf.xyz; QType=MX; RCode=REFUSED
Timestamp=2025-08-01 03:01:34; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.26.27.109; ExternalIP=132.42.111.157; Action=Blocked; Domain=api.ubwzihwi.info; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-08-01 03:10:53; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.195.13.141; ExternalIP=74.244.251.96; Action=Blocked; Domain=vpn.ykthpk.co; QType=SOA; RCode=NOERROR
Timestamp=2025-08-01 03:13:24; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.49.19.154; ExternalIP=169.209.191.252; Action=Allowed; Domain=auth.emxkfjw.co; QType=NS; RCode=SERVFAIL
Timestamp=2025-08-01 03:13:49; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.102.159.100; ExternalIP=80.17.209.75; Action=Blocked; Domain=secure.ppcfwedwp.info; QType=AAAA; RCode=NOERROR
Timestamp=2025-08-01 03:24:00; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.37.190.79; ExternalIP=204.145.211.209; Action=Blocked; Domain=cdn.krnkiuh.co; QType=NS; RCode=NOERROR
Timestamp=2025-08-01 03:26:14; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.75.114.163; ExternalIP=73.201.79.195; Action=Allowed; Domain=assets.cufhcot.net; QType=CAA; RCode=NOERROR
Timestamp=2025-08-01 03:28:58; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.18.133.97; ExternalIP=75.187.92.219; Action=Blocked; Domain=api.uqnpnavs.io; QType=NS; RCode=NXDOMAIN
Timestamp=2025-08-01 03:46:33; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.160.24.118; ExternalIP=37.88.151.210; Action=Blocked; Domain=portal.lkigsgtf.com; QType=CAA; RCode=REFUSED
Timestamp=2025-08-01 03:47:59; Identity=diana@example.com; Device=WIN11-LAPTOP01; InternalIP=10.77.36.109; ExternalIP=32.84.78.243; Action=Allowed; Domain=vpn.bvaggfl.xyz; QType=A; RCode=NOERROR
Timestamp=2025-08-01 03:55:03; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.67.240.117; ExternalIP=199.3.61.130; Action=Allowed; Domain=www.dzrupodvan.biz; QType=SOA; RCode=NXDOMAIN
Timestamp=2025-08-01 04:04:53; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.105.249.101; ExternalIP=111.232.119.210; Action=Allowed; Domain=auth.kgnonl.co; QType=AAAA; RCode=REFUSED
Timestamp=2025-08-01 04:12:04; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.228.32.78; ExternalIP=55.54.222.7; Action=Allowed; Domain=portal.xkjmwx.org; QType=CAA; RCode=FORMERR
Timestamp=2025-08-01 04:14:15; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.172.86.27; ExternalIP=152.183.251.179; Action=Blocked; Domain=status.bbnarfov.net; QType=SOA; RCode=REFUSED
Timestamp=2025-08-01 04:26:44; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.113.252.160; ExternalIP=182.209.133.235; Action=Blocked; Domain=secure.strqkhwk.io; QType=SRV; RCode=NOERROR
Timestamp=2025-08-01 04:37:07; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.212.115.98; ExternalIP=189.24.204.23; Action=Allowed; Domain=mail.sltjtqj.net; QType=MX; RCode=REFUSED
Timestamp=2025-08-01 04:41:24; Identity=charlie@example.com; Device=WIN11-LAPTOP01; InternalIP=10.193.134.168; ExternalIP=202.92.123.132; Action=Blocked; Domain=cdn.nlmcgvn.co; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-01 04:42:05; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.80.12.71; ExternalIP=62.37.114.99; Action=Allowed; Domain=www.kiwwk.xyz; QType=AAAA; RCode=REFUSED
Timestamp=2025-08-01 04:48:11; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.249.233.119; ExternalIP=122.140.86.179; Action=Allowed; Domain=api.mdzfkavowj.io; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-08-01 04:50:02; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.233.135.104; ExternalIP=46.141.15.118; Action=Allowed; Domain=repo.bvkhuy.biz; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-08-01 04:50:23; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.224.19.247; ExternalIP=148.185.194.195; Action=Allowed; Domain=secure.gopxoqc.biz; QType=SOA; RCode=REFUSED
Timestamp=2025-08-01 04:51:18; Identity=bob@example.com; Device=WIN11-LAPTOP01; InternalIP=10.212.95.47; ExternalIP=181.2.147.182; Action=Allowed; Domain=www.btyhzpjf.com; QType=TXT; RCode=SERVFAIL
Timestamp=2025-08-01 04:55:23; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.204.154.196; ExternalIP=20.250.223.139; Action=Allowed; Domain=cdn.oothobpl.info; QType=SRV; RCode=NOERROR
Timestamp=2025-08-01 04:56:52; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.73.139.94; ExternalIP=109.191.167.239; Action=Blocked; Domain=www.mqqqw.io; QType=PTR; RCode=FORMERR
Timestamp=2025-08-01 05:07:02; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.183.203.206; ExternalIP=58.218.79.2; Action=Blocked; Domain=api.eggevr.net; QType=SOA; RCode=NOERROR
Timestamp=2025-08-01 05:17:09; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.142.171.58; ExternalIP=173.122.175.16; Action=Allowed; Domain=mail.xdeblfhfrr.net; QType=PTR; RCode=NOERROR
Timestamp=2025-08-01 05:18:47; Identity=alice@example.com; Device=MACBOOK-PRO; InternalIP=10.142.107.192; ExternalIP=25.49.190.98; Action=Blocked; Domain=assets.sbzfynwhiy.org; QType=SRV; RCode=NXDOMAIN
Timestamp=2025-08-01 05:20:05; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.90.126.38; ExternalIP=219.226.175.105; Action=Blocked; Domain=auth.mjnvnqdc.io; QType=CAA; RCode=REFUSED
Timestamp=2025-08-01 05:22:49; Identity=alice@corp.local; Device=MACBOOK-PRO; InternalIP=10.130.214.216; ExternalIP=47.130.24.183; Action=Allowed; Domain=cdn.bfxwqgodz.co; QType=SRV; RCode=NOERROR
Timestamp=2025-08-01 05:33:11; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.85.159.154; ExternalIP=80.61.84.25; Action=Blocked; Domain=assets.qjppxv.biz; QType=TXT; RCode=FORMERR
Timestamp=2025-08-01 05:34:13; Identity=diana@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.153.236.93; ExternalIP=88.249.76.255; Action=Blocked; Domain=login.byqltl.xyz; QType=NS; RCode=REFUSED
Timestamp=2025-08-01 05:40:43; Identity=diana@corp.local; Device=LINUX-WS01; InternalIP=10.87.252.67; ExternalIP=151.185.204.153; Action=Allowed; Domain=auth.lwbnsdfbl.net; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-01 05:42:31; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.233.52.19; ExternalIP=22.93.18.85; Action=Allowed; Domain=updates.vfdbubq.io; QType=AAAA; RCode=NXDOMAIN
Timestamp=2025-08-01 05:43:51; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.255.93.150; ExternalIP=136.245.143.155; Action=Blocked; Domain=auth.epumne.dev; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-08-01 05:48:32; Identity=diana@corp.local; Device=MACBOOK-PRO; InternalIP=10.138.104.49; ExternalIP=59.19.78.99; Action=Blocked; Domain=assets.hfqxfotc.xyz; QType=MX; RCode=NXDOMAIN
Timestamp=2025-08-01 05:51:16; Identity=alice@example.com; Device=LINUX-WS01; InternalIP=10.94.28.46; ExternalIP=11.59.19.145; Action=Allowed; Domain=api.qfnyk.co; QType=MX; RCode=NXDOMAIN
Timestamp=2025-08-01 05:54:11; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.49.93.196; ExternalIP=39.185.208.72; Action=Allowed; Domain=auth.vhnfek.dev; QType=A; RCode=FORMERR
Timestamp=2025-08-01 06:16:43; Identity=charlie@example.com; Device=MACBOOK-PRO; InternalIP=10.81.67.23; ExternalIP=222.113.222.210; Action=Allowed; Domain=updates.eraacvfjqx.org; QType=AAAA; RCode=FORMERR
Timestamp=2025-08-01 06:20:45; Identity=bob@example.com; Device=MACBOOK-PRO; InternalIP=10.9.255.201; ExternalIP=24.116.6.4; Action=Blocked; Domain=login.ljgnlunog.com; QType=SOA; RCode=FORMERR
Timestamp=2025-08-01 06:21:59; Identity=charlie@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.243.194.60; ExternalIP=141.32.81.52; Action=Allowed; Domain=vpn.iqzioivsm.io; QType=SOA; RCode=FORMERR
Timestamp=2025-08-01 06:33:57; Identity=charlie@example.com; Device=LINUX-WS01; InternalIP=10.216.9.47; ExternalIP=86.49.199.90; Action=Blocked; Domain=assets.vbswu.io; QType=MX; RCode=NXDOMAIN
Timestamp=2025-08-01 06:57:44; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.192.132.48; ExternalIP=196.105.67.247; Action=Blocked; Domain=status.uqajjcaw.co; QType=PTR; RCode=NXDOMAIN
Timestamp=2025-08-01 06:59:21; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.221.171.156; ExternalIP=65.74.119.251; Action=Allowed; Domain=mail.ajjasqnft.biz; QType=PTR; RCode=FORMERR
Timestamp=2025-08-01 07:07:03; Identity=diana@example.com; Device=MACBOOK-PRO; InternalIP=10.103.63.187; ExternalIP=51.61.191.195; Action=Blocked; Domain=updates.psuivfx.info; QType=CAA; RCode=SERVFAIL
Timestamp=2025-08-01 07:08:48; Identity=alice@example.com; Device=WIN11-LAPTOP01; InternalIP=10.117.212.181; ExternalIP=201.18.236.85; Action=Allowed; Domain=api.tbckaoohs.info; QType=SRV; RCode=FORMERR
Timestamp=2025-08-01 07:42:33; Identity=alice@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.139.184.128; ExternalIP=14.105.58.231; Action=Allowed; Domain=auth.jmeridwbp.info; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-01 07:43:39; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.201.249.106; ExternalIP=120.213.113.81; Action=Blocked; Domain=api.rflwyvcw.info; QType=CAA; RCode=NXDOMAIN
Timestamp=2025-08-01 07:55:08; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.88.10.212; ExternalIP=16.47.215.46; Action=Allowed; Domain=portal.eitcvgcg.dev; QType=SRV; RCode=NOERROR
Timestamp=2025-08-01 07:59:01; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.124.62.22; ExternalIP=77.189.5.204; Action=Blocked; Domain=portal.obrtdxymzk.org; QType=A; RCode=NOERROR
Timestamp=2025-08-01 08:00:18; Identity=bob@corp.local; Device=LINUX-WS01; InternalIP=10.14.2.137; ExternalIP=95.94.96.247; Action=Allowed; Domain=auth.hkulw.com; QType=CAA; RCode=REFUSED
Timestamp=2025-08-01 08:03:20; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.148.175.93; ExternalIP=127.119.90.14; Action=Blocked; Domain=auth.pbyypuoolp.com; QType=CAA; RCode=NOERROR
Timestamp=2025-08-01 08:04:04; Identity=bob@example.com; Device=LINUX-WS01; InternalIP=10.249.66.250; ExternalIP=60.254.122.51; Action=Blocked; Domain=updates.pkdietvi.io; QType=SOA; RCode=FORMERR
Timestamp=2025-08-01 08:09:11; Identity=charlie@corp.local; Device=MACBOOK-PRO; InternalIP=10.82.85.129; ExternalIP=139.116.179.233; Action=Allowed; Domain=login.mbxxyhmia.io; QType=TXT; RCode=FORMERR
Timestamp=2025-08-01 08:09:40; Identity=alice@corp.local; Device=LINUX-WS01; InternalIP=10.126.227.119; ExternalIP=113.11.224.108; Action=Blocked; Domain=cdn.ytalcdh.xyz; QType=MX; RCode=SERVFAIL
Timestamp=2025-08-01 08:10:37; Identity=diana@example.com; Device=LINUX-WS01; InternalIP=10.188.208.13; ExternalIP=134.169.90.228; Action=Allowed; Domain=login.hmmcizmu.co; QType=PTR; RCode=SERVFAIL
Timestamp=2025-08-01 08:13:55; Identity=charlie@corp.local; Device=LINUX-WS01; InternalIP=10.193.189.250; ExternalIP=42.139.168.126; Action=Blocked; Domain=www.xnjgazt.co; QType=A; RCode=NOERROR
Timestamp=2025-08-01 08:17:35; Identity=bob@corp.local; Device=WIN11-LAPTOP01; InternalIP=10.246.222.237; ExternalIP=193.38.192.108; Action=Allowed; Domain=vpn.pjhoeal.biz; QType=MX; RCode=SERVFAIL
