Jul 19 23:28:22 postfix01 MTA[24308]: 3e72bw: from=<george.75@corporate.co>, to=<sara.92@mailbox.biz>, relay=mx.test.org [183.132.131.5], proto=ESMTP, delay=18.42, size=12359, nrcpts=1, msgid=<20250719232822.3e72bw@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 09:16:56 postfix01 MTA[20239]: o0s47s: from=<emma.42@alpha.tech>, to=<hannah.65@example.com>, relay=smtp.cloudmail.ai [175.121.143.125], proto=ESMTP, delay=5.86, size=4674, nrcpts=1, msgid=<20250808091656.o0s47s@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 09:20:30 mailgw1 MTA[50617]: 0gdlwa: from=<andrew.8@banksecure.fin>, to=<mia.74@university.edu>, relay=relay.mailbox.biz [78.251.8.99], proto=ESMTP, delay=17.07, size=17526, nrcpts=1, msgid=<20250808092030.0gdlwa@mailgw1>, status=Rejected (553 Invalid recipient)
Aug  8 09:25:11 aixhost MTA[95519]: mcon9n: from=<brian.69@partner.solutions>, to=<chloe.27@corporate.co>, relay=mailrelay.example.net [122.47.28.170], proto=ESMTP, delay=6.1, size=8239, nrcpts=2, msgid=<20250808092511.mcon9n@aixhost>, status=Sent (250 Message queued)
Aug  8 09:26:15 postfix01 MTA[69769]: ywweh1: from=<sophia.85@researchlab.org>, to=<michael.53@university.edu>, relay=mailrelay.example.net [133.194.84.117], proto=ESMTP, delay=4.3, size=18127, nrcpts=2, msgid=<20250808092615.ywweh1@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 09:26:15 postfix01 MTA[13453]: 4hnmba: from=<justin.54@example.com>, to=<justin.45@partner.solutions>, relay=smtp.cloudmail.ai [184.219.95.65], proto=SMTP, delay=9.21, size=1895, nrcpts=1, msgid=<20250808092615.4hnmba@postfix01>, status=Bounced (550 User unknown)
Aug  8 09:33:45 aixhost MTA[33090]: duxdti: from=<ryan.49@logistics.inc>, to=<chloe.61@banksecure.fin>, relay=mx.securemail.gov [79.90.131.44], proto=ESMTP, delay=15.79, size=3263, nrcpts=1, msgid=<20250808093345.duxdti@aixhost>, status=Sent (250 Message queued)
Aug  8 09:35:45 aixhost MTA[47295]: gqs1nt: from=<george.26@logistics.inc>, to=<emma.37@test.org>, relay=mx.securemail.gov [47.198.178.109], proto=ESMTP, delay=19.11, size=17603, nrcpts=1, msgid=<20250808093545.gqs1nt@aixhost>, status=Bounced (550 User unknown)
Aug  8 09:38:50 mailgw1 MTA[65274]: 1t42tc: from=<michael.25@cloudmail.ai>, to=<tom.96@marketing.agency>, relay=smtp.banksecure.fin [208.218.150.153], proto=SMTP, delay=7.78, size=4072, nrcpts=1, msgid=<20250808093850.1t42tc@mailgw1>, status=Bounced (550 User unknown)
Aug  8 09:43:12 postfix01 MTA[83604]: l66dlv: from=<nora.37@securemail.gov>, to=<michael.90@university.edu>, relay=relay.partner.solutions [44.157.245.80], proto=SMTP, delay=21.29, size=12746, nrcpts=1, msgid=<20250808094312.l66dlv@postfix01>, status=Bounced (550 User unknown)
Aug  8 09:45:46 mailgw1 MTA[85942]: lr0vlh: from=<kevin.34@securemail.gov>, to=<linda.28@marketing.agency>, relay=mailrelay.example.net [107.128.98.199], proto=SMTP, delay=4.88, size=14890, nrcpts=1, msgid=<20250808094546.lr0vlh@mailgw1>, status=Bounced (552 Message too large)
Aug  8 09:45:49 aixhost MTA[96328]: 1asvfi: from=<george.48@cloudmail.ai>, to=<michael.54@securemail.gov>, relay=smtp1.alpha.tech [126.218.45.123], proto=ESMTP, delay=2.29, size=11389, nrcpts=1, msgid=<20250808094549.1asvfi@aixhost>, status=Deferred (450 Timeout)
Aug  8 09:46:00 mailgw1 MTA[52769]: tz0hgr: from=<natalie.63@company.net>, to=<zoe.83@researchlab.org>, relay=mx.securemail.gov [195.2.11.61], proto=ESMTP, delay=15.86, size=19613, nrcpts=1, msgid=<20250808094600.tz0hgr@mailgw1>, status=Sent (250 OK)
Aug  8 09:46:28 postfix01 MTA[93485]: whx67t: from=<lucy.99@alpha.tech>, to=<emma.23@corporate.co>, relay=smtp.banksecure.fin [79.60.178.201], proto=ESMTP, delay=9.92, size=2599, nrcpts=1, msgid=<20250808094628.whx67t@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 09:48:57 mailgw1 MTA[16171]: yl3wbr: from=<charles.30@alpha.tech>, to=<mia.4@mailservice.io>, relay=mailrelay.example.net [164.63.142.150], proto=ESMTP, delay=26.82, size=6040, nrcpts=1, msgid=<20250808094857.yl3wbr@mailgw1>, status=Deferred (451 Temporary local problem)
Aug  8 09:50:58 postfix01 MTA[20041]: z57wui: from=<bob.42@example.com>, to=<karen.93@university.edu>, relay=mx.securemail.gov [6.127.139.244], proto=SMTP, delay=13.47, size=17057, nrcpts=1, msgid=<20250808095058.z57wui@postfix01>, status=Bounced (552 Message too large)
Aug  8 09:57:27 mailgw1 MTA[54945]: km4o4z: from=<daniel.87@mailservice.io>, to=<ava.1@test.org>, relay=smtp.cloudmail.ai [82.252.7.147], proto=SMTP, delay=19.59, size=9926, nrcpts=1, msgid=<20250808095727.km4o4z@mailgw1>, status=Bounced (550 User unknown)
Aug  8 10:01:15 postfix01 MTA[10331]: f1vtlk: from=<sara.18@company.net>, to=<david.24@marketing.agency>, relay=smtp.cloudmail.ai [56.189.203.123], proto=SMTP, delay=9.37, size=13857, nrcpts=1, msgid=<20250808100115.f1vtlk@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 10:03:23 mailgw1 MTA[48626]: hfk7nf: from=<andrew.85@securemail.gov>, to=<mark.13@corporate.co>, relay=mx.securemail.gov [218.20.90.118], proto=ESMTP, delay=28.47, size=10048, nrcpts=1, msgid=<20250808100323.hfk7nf@mailgw1>, status=Bounced (552 Message too large)
Aug  8 10:12:01 aixhost MTA[99357]: yyfamk: from=<jane.13@company.net>, to=<lucy.70@partner.solutions>, relay=smtp.banksecure.fin [100.120.69.85], proto=ESMTP, delay=14.63, size=16192, nrcpts=1, msgid=<20250808101201.yyfamk@aixhost>, status=Rejected (554 Relay access denied)
Aug  8 10:13:13 mailgw1 MTA[39835]: nsybk1: from=<susan.86@corporate.co>, to=<laura.40@fastmail.pro>, relay=relay.mailbox.biz [184.246.36.130], proto=ESMTP, delay=29.96, size=6203, nrcpts=1, msgid=<20250808101313.nsybk1@mailgw1>, status=Sent (250 Message queued)
Aug  8 10:16:00 postfix01 MTA[69045]: uwx4b0: from=<adam.66@fastmail.pro>, to=<bob.97@fastmail.pro>, relay=smtp.cloudmail.ai [95.78.42.78], proto=ESMTP, delay=19.67, size=18130, nrcpts=2, msgid=<20250808101600.uwx4b0@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 10:17:32 aixhost MTA[90062]: ny783w: from=<sophia.26@logistics.inc>, to=<bob.47@mailservice.io>, relay=mx1.fastmail.pro [15.233.236.10], proto=ESMTP, delay=23.69, size=17008, nrcpts=1, msgid=<20250808101732.ny783w@aixhost>, status=Rejected (554 Relay access denied)
Aug  8 10:17:53 postfix01 MTA[52611]: b1kbb9: from=<adam.73@university.edu>, to=<michael.13@marketing.agency>, relay=relay.corporate.co [169.38.155.61], proto=ESMTP, delay=7.86, size=6357, nrcpts=2, msgid=<20250808101753.b1kbb9@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 10:19:48 mailgw1 MTA[66196]: p9j071: from=<jane.84@example.com>, to=<ava.34@example.com>, relay=relay.corporate.co [216.52.233.43], proto=ESMTP, delay=16.92, size=2610, nrcpts=1, msgid=<20250808101948.p9j071@mailgw1>, status=Deferred (450 Timeout)
Aug  8 10:19:58 postfix01 MTA[54059]: mq7puv: from=<natalie.46@cloudmail.ai>, to=<justin.27@mailbox.biz>, relay=mailrelay.example.net [157.49.136.57], proto=ESMTP, delay=16.44, size=16121, nrcpts=1, msgid=<20250808101958.mq7puv@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 10:20:35 aixhost MTA[72849]: 5x6e06: from=<sara.36@researchlab.org>, to=<laura.88@university.edu>, relay=mailrelay.example.net [170.34.84.176], proto=SMTP, delay=18.71, size=17808, nrcpts=1, msgid=<20250808102035.5x6e06@aixhost>, status=Bounced (554 Transaction failed)
Aug  8 10:21:43 aixhost MTA[40213]: r0whcw: from=<henry.19@company.net>, to=<olivia.25@cloudmail.ai>, relay=smtp.company.net [176.60.247.37], proto=ESMTP, delay=8.88, size=7249, nrcpts=1, msgid=<20250808102143.r0whcw@aixhost>, status=Sent (250 Message queued)
Aug  8 10:28:34 aixhost MTA[67198]: lnjr61: from=<george.20@securemail.gov>, to=<eric.81@securemail.gov>, relay=smtp.cloudmail.ai [29.110.114.15], proto=ESMTP, delay=20.33, size=16720, nrcpts=1, msgid=<20250808102834.lnjr61@aixhost>, status=Bounced (550 User unknown)
Aug  8 10:34:59 aixhost MTA[70986]: zebpgz: from=<grace.71@fastmail.pro>, to=<ryan.47@alpha.tech>, relay=mailrelay.example.net [96.206.191.207], proto=ESMTP, delay=14.64, size=9047, nrcpts=2, msgid=<20250808103459.zebpgz@aixhost>, status=Sent (250 OK)
Aug  8 10:39:02 mailgw1 MTA[40137]: q7k5u9: from=<chloe.36@securemail.gov>, to=<hannah.45@cloudmail.ai>, relay=mailrelay.example.net [194.246.200.244], proto=SMTP, delay=1.28, size=5360, nrcpts=2, msgid=<20250808103902.q7k5u9@mailgw1>, status=Bounced (552 Message too large)
Aug  8 10:41:30 aixhost MTA[10693]: so3p9g: from=<sophia.57@company.net>, to=<brian.14@researchlab.org>, relay=relay.corporate.co [168.90.52.221], proto=SMTP, delay=11.09, size=5231, nrcpts=1, msgid=<20250808104130.so3p9g@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 10:47:27 aixhost MTA[20932]: 89slo6: from=<chloe.84@researchlab.org>, to=<emily.88@cloudmail.ai>, relay=smtp.company.net [210.233.112.7], proto=ESMTP, delay=22.19, size=17793, nrcpts=1, msgid=<20250808104727.89slo6@aixhost>, status=Rejected (550 Spam message blocked)
Aug  8 10:47:45 postfix01 MTA[68792]: iczdum: from=<james.21@fastmail.pro>, to=<karen.61@banksecure.fin>, relay=relay.mailbox.biz [79.166.27.189], proto=ESMTP, delay=24.67, size=6775, nrcpts=2, msgid=<20250808104745.iczdum@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 10:49:03 postfix01 MTA[92072]: hqpx5c: from=<tom.38@corporate.co>, to=<john.36@cloudmail.ai>, relay=mx.securemail.gov [149.24.164.160], proto=ESMTP, delay=6.71, size=19202, nrcpts=2, msgid=<20250808104903.hqpx5c@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 10:50:32 postfix01 MTA[92609]: ab55cv: from=<emma.48@corporate.co>, to=<jane.47@company.net>, relay=smtp.banksecure.fin [79.140.83.87], proto=SMTP, delay=18.46, size=5870, nrcpts=1, msgid=<20250808105032.ab55cv@postfix01>, status=Bounced (552 Message too large)
Aug  8 10:53:56 mailgw1 MTA[49903]: im936h: from=<chloe.76@test.org>, to=<kevin.66@university.edu>, relay=smtp1.alpha.tech [174.16.86.254], proto=SMTP, delay=3.35, size=6430, nrcpts=1, msgid=<20250808105356.im936h@mailgw1>, status=Bounced (550 User unknown)
Aug  8 10:57:18 postfix01 MTA[19888]: 3b8u6d: from=<tom.57@alpha.tech>, to=<zoe.4@marketing.agency>, relay=mx.test.org [218.167.161.8], proto=ESMTP, delay=16.79, size=10445, nrcpts=1, msgid=<20250808105718.3b8u6d@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 10:58:30 postfix01 MTA[36405]: q1oidj: from=<olivia.81@university.edu>, to=<luke.64@university.edu>, relay=smtp1.alpha.tech [16.1.211.9], proto=ESMTP, delay=11.78, size=11869, nrcpts=1, msgid=<20250808105830.q1oidj@postfix01>, status=Deferred (450 Timeout)
Aug  8 10:58:39 postfix01 MTA[68717]: a5a7y5: from=<karen.70@corporate.co>, to=<kevin.48@company.net>, relay=smtp.company.net [207.217.20.115], proto=ESMTP, delay=8.39, size=3526, nrcpts=1, msgid=<20250808105839.a5a7y5@postfix01>, status=Deferred (451 Temporary local problem)
Aug  8 10:59:29 mailgw1 MTA[18988]: 8yqp06: from=<charles.66@corporate.co>, to=<john.99@example.com>, relay=mx.securemail.gov [151.173.246.50], proto=ESMTP, delay=4.07, size=1921, nrcpts=1, msgid=<20250808105929.8yqp06@mailgw1>, status=Bounced (554 Transaction failed)
Aug  8 11:01:09 mailgw1 MTA[79244]: 3s0e1j: from=<ryan.77@partner.solutions>, to=<steven.34@company.net>, relay=smtp.cloudmail.ai [117.13.96.205], proto=ESMTP, delay=26.29, size=16020, nrcpts=2, msgid=<20250808110109.3s0e1j@mailgw1>, status=Deferred (451 Temporary local problem)
Aug  8 11:02:18 aixhost MTA[68322]: 5kryan: from=<sara.35@company.net>, to=<hannah.59@alpha.tech>, relay=smtp1.alpha.tech [6.70.54.116], proto=ESMTP, delay=27.58, size=16087, nrcpts=1, msgid=<20250808110218.5kryan@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 11:02:59 mailgw1 MTA[85460]: maad6o: from=<eric.80@marketing.agency>, to=<tom.7@cloudmail.ai>, relay=outbound.university.edu [144.94.113.135], proto=SMTP, delay=13.36, size=7866, nrcpts=1, msgid=<20250808110259.maad6o@mailgw1>, status=Bounced (554 Transaction failed)
Aug  8 11:05:01 aixhost MTA[59196]: zb6c4e: from=<karen.72@logistics.inc>, to=<george.73@securemail.gov>, relay=smtp.banksecure.fin [73.206.70.41], proto=ESMTP, delay=10.49, size=10772, nrcpts=1, msgid=<20250808110501.zb6c4e@aixhost>, status=Bounced (550 User unknown)
Aug  8 11:06:00 aixhost MTA[28528]: 7mm9ku: from=<susan.38@marketing.agency>, to=<karen.59@test.org>, relay=outbound.university.edu [185.217.220.59], proto=ESMTP, delay=23.2, size=7627, nrcpts=1, msgid=<20250808110600.7mm9ku@aixhost>, status=Deferred (451 Temporary local problem)
Aug  8 11:12:08 mailgw1 MTA[54202]: 7nemfz: from=<steven.91@cloudmail.ai>, to=<john.32@cloudmail.ai>, relay=mail.logistics.inc [94.152.238.56], proto=ESMTP, delay=3.14, size=7626, nrcpts=2, msgid=<20250808111208.7nemfz@mailgw1>, status=Sent (250 Message queued)
Aug  8 11:14:55 aixhost MTA[53881]: jb2ni7: from=<bob.48@alpha.tech>, to=<justin.59@example.com>, relay=mx.test.org [214.211.74.220], proto=ESMTP, delay=9.53, size=19684, nrcpts=1, msgid=<20250808111455.jb2ni7@aixhost>, status=Bounced (550 User unknown)
Aug  8 11:15:14 aixhost MTA[48116]: umr7vo: from=<hannah.31@university.edu>, to=<nora.44@fastmail.pro>, relay=relay.corporate.co [130.84.130.12], proto=ESMTP, delay=27.99, size=17676, nrcpts=1, msgid=<20250808111514.umr7vo@aixhost>, status=Sent (250 OK)
Aug  8 11:15:26 aixhost MTA[70189]: 9pbk43: from=<oliver.81@banksecure.fin>, to=<mark.63@cloudmail.ai>, relay=outbound.university.edu [106.218.146.124], proto=ESMTP, delay=16.19, size=18263, nrcpts=1, msgid=<20250808111526.9pbk43@aixhost>, status=Bounced (554 Transaction failed)
Aug  8 11:15:45 mailgw1 MTA[99482]: 8lzkh9: from=<tom.87@test.org>, to=<luke.88@mailservice.io>, relay=smtp.marketing.agency [38.122.159.233], proto=ESMTP, delay=20.08, size=19607, nrcpts=2, msgid=<20250808111545.8lzkh9@mailgw1>, status=Deferred (450 Timeout)
Aug  8 11:17:59 mailgw1 MTA[58312]: qt91u4: from=<ava.76@example.com>, to=<laura.91@banksecure.fin>, relay=relay.mailbox.biz [188.141.71.120], proto=ESMTP, delay=2.44, size=19589, nrcpts=1, msgid=<20250808111759.qt91u4@mailgw1>, status=Bounced (550 User unknown)
Aug  8 11:19:16 postfix01 MTA[11211]: 75ne9z: from=<emily.77@fastmail.pro>, to=<mark.32@company.net>, relay=relay.corporate.co [40.231.217.108], proto=ESMTP, delay=28.57, size=19028, nrcpts=1, msgid=<20250808111916.75ne9z@postfix01>, status=Sent (250 Message queued)
Aug  8 11:22:32 mailgw1 MTA[11504]: dwdwzk: from=<daniel.98@fastmail.pro>, to=<andrew.25@test.org>, relay=smtp.company.net [93.227.238.149], proto=ESMTP, delay=29.97, size=19654, nrcpts=1, msgid=<20250808112232.dwdwzk@mailgw1>, status=Bounced (552 Message too large)
Aug  8 11:27:41 mailgw1 MTA[68032]: qnsay3: from=<ryan.1@example.com>, to=<oliver.68@alpha.tech>, relay=smtp.cloudmail.ai [139.199.132.43], proto=SMTP, delay=24.05, size=5221, nrcpts=2, msgid=<20250808112741.qnsay3@mailgw1>, status=Bounced (554 Transaction failed)
Aug  8 11:44:07 postfix01 MTA[11275]: 6qpukv: from=<henry.54@partner.solutions>, to=<michael.82@banksecure.fin>, relay=smtp.banksecure.fin [168.173.118.179], proto=ESMTP, delay=14.14, size=3813, nrcpts=2, msgid=<20250808114407.6qpukv@postfix01>, status=Sent (250 OK)
Aug  8 11:44:49 mailgw1 MTA[99989]: j9w891: from=<sophia.17@test.org>, to=<mark.1@marketing.agency>, relay=mx1.fastmail.pro [147.207.21.118], proto=SMTP, delay=10.87, size=2921, nrcpts=1, msgid=<20250808114449.j9w891@mailgw1>, status=Bounced (550 User unknown)
Aug  8 11:45:29 postfix01 MTA[52429]: k8p5du: from=<bob.82@corporate.co>, to=<grace.98@company.net>, relay=gw.researchlab.org [7.17.43.28], proto=SMTP, delay=24.49, size=17445, nrcpts=2, msgid=<20250808114529.k8p5du@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 11:47:32 postfix01 MTA[65181]: nq74c2: from=<oliver.42@company.net>, to=<natalie.85@fastmail.pro>, relay=mx.securemail.gov [181.30.43.44], proto=ESMTP, delay=13.66, size=12818, nrcpts=1, msgid=<20250808114732.nq74c2@postfix01>, status=Deferred (450 Timeout)
Aug  8 11:50:54 aixhost MTA[52236]: 4lj7ec: from=<eric.46@example.com>, to=<zoe.73@banksecure.fin>, relay=mailrelay.example.net [49.164.154.218], proto=ESMTP, delay=23.07, size=17165, nrcpts=1, msgid=<20250808115054.4lj7ec@aixhost>, status=Rejected (550 Spam message blocked)
Aug  8 11:50:57 aixhost MTA[40623]: 6e0qfs: from=<ryan.38@test.org>, to=<luke.98@cloudmail.ai>, relay=mx.securemail.gov [42.183.66.45], proto=ESMTP, delay=10.03, size=7477, nrcpts=1, msgid=<20250808115057.6e0qfs@aixhost>, status=Sent (250 OK)
Aug  8 11:54:21 postfix01 MTA[78277]: a074re: from=<adam.29@partner.solutions>, to=<oliver.97@university.edu>, relay=smtp1.alpha.tech [182.59.89.20], proto=SMTP, delay=24.7, size=8098, nrcpts=1, msgid=<20250808115421.a074re@postfix01>, status=Bounced (554 Transaction failed)
Aug  8 11:58:37 postfix01 MTA[97433]: uyqgl7: from=<grace.63@researchlab.org>, to=<olivia.87@mailservice.io>, relay=mailrelay.example.net [206.226.24.22], proto=ESMTP, delay=11.78, size=1847, nrcpts=1, msgid=<20250808115837.uyqgl7@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 11:58:48 postfix01 MTA[89729]: sug4ri: from=<ryan.32@cloudmail.ai>, to=<alice.97@test.org>, relay=smtp.cloudmail.ai [67.3.109.65], proto=ESMTP, delay=26.43, size=9704, nrcpts=1, msgid=<20250808115848.sug4ri@postfix01>, status=Deferred (450 Timeout)
Aug  8 11:59:11 aixhost MTA[64308]: apjxyi: from=<zoe.81@researchlab.org>, to=<james.59@marketing.agency>, relay=smtp1.alpha.tech [173.100.181.182], proto=ESMTP, delay=7.14, size=2952, nrcpts=1, msgid=<20250808115911.apjxyi@aixhost>, status=Rejected (553 Invalid recipient)
Aug  8 12:15:55 aixhost MTA[29527]: v07zm4: from=<bob.54@banksecure.fin>, to=<adam.58@corporate.co>, relay=mail.logistics.inc [122.67.70.130], proto=ESMTP, delay=23.09, size=15615, nrcpts=1, msgid=<20250808121555.v07zm4@aixhost>, status=Sent (250 Message queued)
Aug  8 12:16:32 mailgw1 MTA[68935]: alj99w: from=<sara.3@mailbox.biz>, to=<andrew.1@securemail.gov>, relay=smtp.banksecure.fin [166.148.12.209], proto=SMTP, delay=18.23, size=19071, nrcpts=1, msgid=<20250808121632.alj99w@mailgw1>, status=Rejected (553 Invalid recipient)
Aug  8 12:20:30 postfix01 MTA[55135]: cme1jo: from=<brian.96@marketing.agency>, to=<emma.57@alpha.tech>, relay=mail.logistics.inc [189.181.39.237], proto=ESMTP, delay=12.06, size=11321, nrcpts=1, msgid=<20250808122030.cme1jo@postfix01>, status=Bounced (550 User unknown)
Aug  8 12:20:51 mailgw1 MTA[27949]: h8487j: from=<mia.85@researchlab.org>, to=<sophia.19@university.edu>, relay=mx1.fastmail.pro [127.236.3.74], proto=SMTP, delay=21.97, size=16092, nrcpts=1, msgid=<20250808122051.h8487j@mailgw1>, status=Rejected (553 Invalid recipient)
Aug  8 12:21:35 aixhost MTA[26509]: 7prq7r: from=<michael.40@logistics.inc>, to=<ryan.51@securemail.gov>, relay=smtp.company.net [129.70.92.80], proto=ESMTP, delay=17.52, size=6842, nrcpts=2, msgid=<20250808122135.7prq7r@aixhost>, status=Sent (250 Message queued)
Aug  8 12:21:46 aixhost MTA[39493]: byx76w: from=<oliver.55@mailbox.biz>, to=<daniel.56@university.edu>, relay=relay.mailbox.biz [198.211.166.224], proto=ESMTP, delay=8.42, size=15312, nrcpts=1, msgid=<20250808122146.byx76w@aixhost>, status=Bounced (554 Transaction failed)
Aug  8 12:25:16 postfix01 MTA[54262]: 3jd2wf: from=<oliver.65@logistics.inc>, to=<oliver.9@cloudmail.ai>, relay=outbound.university.edu [188.213.115.150], proto=ESMTP, delay=26.74, size=15554, nrcpts=1, msgid=<20250808122516.3jd2wf@postfix01>, status=Rejected (553 Invalid recipient)
Aug  8 12:25:38 postfix01 MTA[23101]: 440944: from=<david.26@banksecure.fin>, to=<jane.44@securemail.gov>, relay=relay.partner.solutions [149.229.39.2], proto=ESMTP, delay=10.97, size=6308, nrcpts=1, msgid=<20250808122538.440944@postfix01>, status=Bounced (550 User unknown)
Aug  8 12:33:04 mailgw1 MTA[22536]: zupzwt: from=<chloe.58@securemail.gov>, to=<mia.2@fastmail.pro>, relay=relay.mailservice.io [64.130.88.13], proto=SMTP, delay=26.96, size=8994, nrcpts=1, msgid=<20250808123304.zupzwt@mailgw1>, status=Bounced (554 Transaction failed)
Aug  8 12:33:34 postfix01 MTA[30541]: s2b1z5: from=<luke.40@example.com>, to=<laura.50@logistics.inc>, relay=smtp.company.net [222.120.206.10], proto=ESMTP, delay=15.36, size=16986, nrcpts=1, msgid=<20250808123334.s2b1z5@postfix01>, status=Sent (250 Message queued)
Aug  8 12:34:27 aixhost MTA[53379]: bueg86: from=<mia.57@logistics.inc>, to=<mia.96@mailbox.biz>, relay=smtp1.alpha.tech [135.215.180.253], proto=ESMTP, delay=29.03, size=14050, nrcpts=2, msgid=<20250808123427.bueg86@aixhost>, status=Sent (250 OK)
Aug  8 12:34:56 postfix01 MTA[81348]: 6ehr6f: from=<oliver.21@logistics.inc>, to=<daniel.8@university.edu>, relay=smtp.banksecure.fin [176.151.145.84], proto=SMTP, delay=12.23, size=4339, nrcpts=1, msgid=<20250808123456.6ehr6f@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 12:35:59 mailgw1 MTA[81342]: 47jmze: from=<bob.2@example.com>, to=<brian.72@mailbox.biz>, relay=gw.researchlab.org [136.115.112.86], proto=ESMTP, delay=7.48, size=16292, nrcpts=1, msgid=<20250808123559.47jmze@mailgw1>, status=Deferred (451 Temporary local problem)
Aug  8 12:38:33 postfix01 MTA[23088]: bb3tw7: from=<alice.43@example.com>, to=<jane.96@company.net>, relay=mail.logistics.inc [161.236.82.63], proto=SMTP, delay=17.96, size=13096, nrcpts=1, msgid=<20250808123833.bb3tw7@postfix01>, status=Rejected (554 Relay access denied)
Aug  8 12:39:16 mailgw1 MTA[68863]: bueyb2: from=<ryan.65@securemail.gov>, to=<emma.62@securemail.gov>, relay=mx1.fastmail.pro [149.159.29.140], proto=SMTP, delay=24.51, size=1893, nrcpts=2, msgid=<20250808123916.bueyb2@mailgw1>, status=Bounced (550 User unknown)
Aug  8 12:43:18 postfix01 MTA[19470]: shapdi: from=<john.94@researchlab.org>, to=<chloe.46@researchlab.org>, relay=smtp.company.net [86.205.115.240], proto=ESMTP, delay=18.66, size=19852, nrcpts=1, msgid=<20250808124318.shapdi@postfix01>, status=Bounced (550 User unknown)
Aug  8 12:46:32 postfix01 MTA[19743]: lkmpk4: from=<karen.36@test.org>, to=<john.55@mailbox.biz>, relay=relay.partner.solutions [100.159.159.202], proto=ESMTP, delay=14.91, size=9610, nrcpts=1, msgid=<20250808124632.lkmpk4@postfix01>, status=Bounced (552 Message too large)
Aug  8 12:47:27 postfix01 MTA[72507]: 8lph4p: from=<olivia.12@mailservice.io>, to=<tom.70@marketing.agency>, relay=mail.logistics.inc [46.6.227.149], proto=ESMTP, delay=10.22, size=19490, nrcpts=1, msgid=<20250808124727.8lph4p@postfix01>, status=Deferred (451 Temporary local problem)
Aug  8 13:00:39 postfix01 MTA[12230]: pghn5t: from=<sophia.88@test.org>, to=<alice.65@test.org>, relay=smtp1.alpha.tech [85.49.144.243], proto=ESMTP, delay=21.72, size=9154, nrcpts=2, msgid=<20250808130039.pghn5t@postfix01>, status=Rejected (550 Spam message blocked)
Aug  8 13:01:54 aixhost MTA[59186]: j63vnj: from=<eric.96@mailservice.io>, to=<henry.55@cloudmail.ai>, relay=outbound.university.edu [123.200.249.13], proto=SMTP, delay=3.44, size=13297, nrcpts=1, msgid=<20250808130154.j63vnj@aixhost>, status=Rejected (550 Spam message blocked)
Aug  8 13:02:11 aixhost MTA[18625]: 2cetge: from=<john.70@logistics.inc>, to=<chloe.90@corporate.co>, relay=mailrelay.example.net [196.10.235.118], proto=SMTP, delay=9.67, size=13106, nrcpts=2, msgid=<20250808130211.2cetge@aixhost>, status=Bounced (552 Message too large)
Aug  8 13:03:14 mailgw1 MTA[74080]: le7i0y: from=<oliver.42@researchlab.org>, to=<kevin.79@fastmail.pro>, relay=smtp.marketing.agency [205.119.78.97], proto=ESMTP, delay=21.59, size=8128, nrcpts=1, msgid=<20250808130314.le7i0y@mailgw1>, status=Rejected (550 Spam message blocked)
Aug  8 13:04:36 postfix01 MTA[67126]: 0685t1: from=<bella.75@fastmail.pro>, to=<nora.42@partner.solutions>, relay=smtp.company.net [138.33.105.66], proto=ESMTP, delay=2.78, size=1789, nrcpts=1, msgid=<20250808130436.0685t1@postfix01>, status=Deferred (450 Timeout)
Aug  8 13:04:47 mailgw1 MTA[93609]: uaizke: from=<linda.22@marketing.agency>, to=<laura.92@mailbox.biz>, relay=smtp.company.net [36.105.41.23], proto=SMTP, delay=26.57, size=11646, nrcpts=1, msgid=<20250808130447.uaizke@mailgw1>, status=Bounced (550 User unknown)
Aug  8 13:08:53 mailgw1 MTA[39130]: 9jsxi7: from=<zoe.16@researchlab.org>, to=<adam.59@university.edu>, relay=smtp.cloudmail.ai [75.104.18.86], proto=SMTP, delay=15.81, size=1892, nrcpts=1, msgid=<20250808130853.9jsxi7@mailgw1>, status=Rejected (554 Relay access denied)
Aug  8 13:11:24 mailgw1 MTA[32754]: pnh5q0: from=<mark.10@researchlab.org>, to=<natalie.33@marketing.agency>, relay=gw.researchlab.org [202.204.55.33], proto=SMTP, delay=7.75, size=7535, nrcpts=1, msgid=<20250808131124.pnh5q0@mailgw1>, status=Bounced (552 Message too large)
